License No.,Company Name,Dispensing or not?,Schedule of Chm (S1/S2),Company Address,External Packing,Revised Date
CR-2003-01984,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NOS 46-78 & 80-87, PORTION BASEMENT, WINNER CENTRE, 333 CHAI WAN ROAD, HONG KONG",No,2017-10-06
CR-2003-01986,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO. 206B, 2/F, WO CHE PLAZA, WO CHE ESTATE, SHA TIN, N.T.",No,2017-10-06
CR-2003-01993,CHUNG SHING GINSENG & MARINE PRODUCTS,Yes,S1 & S2,"FLAT/RM 48, G/F, GLORIOUS GDN, 45 LUNG MUN RD, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01995,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 1-4, BLOCKS 25-27, SHA TAU KOK CHUEN PHASE IV, SHA TAU KOK, N.T.",No,2017-10-06
CR-2003-01996,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"1/F, CHAN KEE COMM CTR, 48 CASTLE PEAK RD, SHAM TSENG, N.T.",No,2017-10-06
CR-2003-01997,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"G/F, 520-530 FUK WING ST, SHAM SHUI PO, KOWLOON",No,2017-10-06
CR-2003-01998,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 119 & 120, LEVEL 1, COMMERCIAL CENTRE, SHAN KING ESTATE, TUEN MUN, N.T.",No,2017-10-06
CR-2003-01999,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO. 110, 1/F, YAT TUNG SHOPPING CENTRE, TUNG CHUNG, HONG KONG",No,2017-10-06
CR-2003-02000,YU SANG TONG,Yes,S2,"S133-S134-S135-S136, TUEN MUN SAN HUI MKT, TUEN MUN, N.T.",No,2017-10-06
CR-2003-02004,YU FUNG DELICACY COMPANY,No,S2,"STALL 211, 1/F, TUNG YICK MARKET, 1 HOP CHOI STREET, YUEN LONG, N.T.",No,2017-10-06
CR-2003-02008,THE HONG KONG ASSOCIATION FOR HEALTH CARE LIMITED,No,S2,"ROOM 1202-1203, ALBION PLAZA, 2-6 GRANVILLE ROAD, TSIM SHA TSUI, KOWLOON",No,2017-10-06
CR-2003-02012,LUNG TING YEE YEE KOON,Yes,S1 & S2,"FLAT/RM 307, HANG PONT COMM BLDG, 31 TONKIN ST, SHAM SHUI PO, KOWLOON",No,2017-10-06
CR-2003-02013,"MARKET PLACE BY JASONS (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"LOWER G/F & G/F, 1 SEYMOUR TERRACE, 60 ROBINSON ROAD, HONG KONG",No,2017-10-06
CR-2003-02015,"EVERPRIDE PHARMACEUTICAL (H.K.) CO., LIMITED",No,S2,"FLAT/RM 2002, 20/F, SINO PLAZA, 255-257 GLOUCESTER ROAD, CAUSEWAY BAY, HONG KONG",No,2017-10-06
CR-2003-02017,YICK MAN MEDICINE,Yes,S2,"STALL 246-247, 2/F, NGAU CHI WAN MKT, KOWLOON",No,2017-10-06
CR-2003-02022,WANG HING MEDICINE CO.,Yes,S1 & S2,"G/F & M/F, 142 BONHAM STRAND EAST, HONG KONG",No,2017-10-06
CR-2003-02023,RIGHT PRESCRIPTION MEDICAL SERVICES LIMITED,Yes,S1 & S2,"UNIT 1301, 13/F, CAPITOL CENTRE, 5-19 JARDINE'S BAZAAR, CAUSEWAY BAY, HONG KONG",No,2017-10-06
CR-2003-02025,FUNG SHING MEDICINE,Yes,S1 & S2,"SHOP 211 & 212, FUNG TAK EST SHOPPING ARCADE, DIAMOND HILL, KOWLOON",No,2017-10-06
CR-2003-02026,KAM ON TRADING COMPANY,Yes,S1 & S2,"SHOP 3-7, EVERPROFIT COMMERCIAL BUILDING, 36 KO SHING STREET, SHEUNG WAN, HONG KONG",No,2017-10-06
CR-2003-02027,TAI WO LOONG LIMITED,No,S2,"G/F, 15 KO SHING STREET, HONG KONG",No,2017-10-06
CR-2003-02029,THAILAND BIRD'S NEST,No,S2,"SHOP B, G/F, WING SING COMM CTR, NO 12 WING LOK ST, HONG KONG",No,2017-10-06
CR-2003-02032,"AEON STYLE KORNHILL (O/B AEON STORES (HONG KONG) CO., LIMITED)",No,S2,"G/F-4/F, KORNHILL PLAZA (SOUTH), 2 KORNHILL RD, HONG KONG",No,2017-10-06
CR-2003-02039,"AEON (WHAMPOA STORE) (O/B AEON STORES (HONG KONG) CO., LIMITED)",No,S2,"G/F & BASEMENT ONE, SITE 5 & SITE 6, WHAMPOA GARDEN, HUNG HOM, KOWLOON",No,2017-10-06
CR-2003-02040,"AEON (TUEN MUN STORE) (O/B AEON STORES (HONG KONG) CO., LIMITED)",No,S2,"PORTIONS OF G/F, UG/F & 1/F, PHASE 1, TUEN MUN TOWN PLAZA, 1 TUEN SHUN ST, TUEN MUN, N.T.",No,2017-10-06
CR-2003-02045,LUNG CHEONG HONG MEDICINE COMPANY LIMITED,No,S2,"G/F, 15 QUEEN'S RD W, HONG KONG",No,2017-10-06
CR-2003-02046,NICOLE HEALTHY SOUP,Yes,S2,"SHOP 9, G/F, MAN KI BUILDING, 40-46 JUNCTION RD, KOWLOON CITY, KOWLOON",No,2017-10-06
CR-2003-02048,TUNG CHEONG HO,No,S2,"G/F, 149 DES VOEUX RD W, HONG KONG",No,2017-10-06
CR-2003-02054,LUEN FAI MEDICINE LIMITED,Yes,S1 & S2,"FLAT/RM 10, G/F, YUE MAN CTR, 300-302 NGAU TAU KOK RD, KWUN TONG, KOWLOON",No,2017-10-06
CR-2003-02060,WING WAH DISPENSARY (O/B WING WAH DISPENSARY (SHEK YAM) LIMITED),Yes,S1 & S2,"G/F, KWAI FAT BUILDING, 98-100 SHEK YAM ROAD, KWAI CHUNG, N.T.",No,2017-10-06
CR-2003-02066,CHINA MEDICAL CENTRE,No,S2,"FLAT/RM C&D, 11/F, BLK 1, KINGSFORD INDUSTRIAL BUILDING, 26-32 KWAI HEI STREET, KWAI CHUNG, N.T.",No,2017-10-06
CR-2003-02071,FAT SHAN BONESETTER TREATMENT,Yes,S2,"FLAT/RM S223, 1/F, TAI SHING STREET MARKET, 121 CHOI HUNG ROAD, WONG TAI SIN, KOWLOON",No,2017-10-06
CR-2003-02077,HONG KING MEDICINE LIMITED,Yes,S1 & S2,"FLAT/RM B, G/F, TUEN MUN GARDEN, LOT NO 153, CASTLE PEAK ROAD, TUEN MUN, N.T.",No,2017-10-06
CR-2003-02084,WUI CHUN TONG,Yes,S1 & S2,"FLAT/RM B, G/F, NO 79 BAKER ST, HUNG HOM, KOWLOON",No,2017-10-06
CR-2003-02085,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NOS 1A, 1B, 2-7, G/F, TAI LOK HOUSE, 2 TAI CHEONG ST, SHAU KEI WAN, HONG KONG",No,2017-10-06
CR-2003-02086,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"UPPER G/F, FEDERATE BLDG, 63-65 FIRST STREET, HONG KONG",No,2017-10-06
CR-2003-02087,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"PORTION OF G/F & ALL THAT OF BASEMENT OF PORT CENTRE, ABERDEEN, HONG KONG",No,2017-10-06
CR-2003-02088,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"LG/F, 130-132 SAN FUNG AVE, SHEUNG SHUI, N.T.",No,2017-10-06
CR-2003-02090,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO.001, G/F, ON KAY COURT COMM CENTRE, ON KAY COURT, KWUN TONG, KOWLOON",No,2017-10-06
CR-2003-02091,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP NO 3, G/F (COCKLOFT), ON YAM ESTATE, KWAI CHUNG, N.T.",No,2017-10-06
CR-2003-02092,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"BASEMENT & SHOP K ON G/F OF BUCKINGHAM BLDG, 317-321 NATHAN ROAD, KOWLOON",No,2017-10-06
CR-2003-02093,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"ALL THOSE SHOPS NOS 1, 4, 5, 6 & SHOP NO 3 (REAR PORTION), YAU YAT HOUSE, YAU YAT CHUEN, KOWLOON",No,2017-10-06
CR-2003-02094,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP 102, 1/F, SAU MAU PING SHOPPING CENTRE, SAU MAU PING ESTATE, KWUN TONG, KOWLOON",No,2017-10-06
CR-2003-02095,"MARKET PLACE BY JASONS (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"5 OXFORD ROAD, KOWLOON TONG, KOWLOON",No,2017-10-06
CR-2003-02098,"MARKET PLACE BY JASONS (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"100, 104 PEAK ROAD ON R.B.L. 321, HONG KONG",No,2017-10-06
CR-2003-02099,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP 11-13, 15-16 & 31-33, G/F, MONTEREY VILLAS, 12 PO PENG ST, PENG CHAU, HONG KONG",No,2017-10-06
CR-2003-02101,"WELLCOME (O/B THE DAIRY FARM COMPANY, LIMITED)",No,S2,"SHOP 13, COMMERCIAL BLOCK 4, KWONG YUEN ESTATE, SHA TIN, N.T.",No,2017-10-06
CR-2003-02102,HING CHEONG COMPANY,Yes,S1 & S2,"G/F, NO. 132 SHANG HAI STREET, KOWLOON",No,2017-10-06
CR-2003-02103,HA SIU KWONG HERBALIST TUET WAN KUN LIMITED,No,S2,"G/F, 212 LAI CHI KOK ROAD, SHAM SHUI PO, KOWLOON",No,2017-10-06
CR-2003-02108,BUDDHIST VASSAR CHINESE MEDICAL COLLEGE LIMITED,Yes,S2,"1/F, AVERY HOUSE, 22-26 TAI YUEN STREET, WAN CHAI, HONG KONG",No,2017-10-06
CR-2003-02113,WING WAH MEDICINE CO.,Yes,S2,"NO. 3, KAM TAI COURT SHOPPING CENTRE, KAM TAI COURT, MA ON SHAN, N.T.",No,2017-10-06
CR-2003-02114,WING WAH DISPENSARY (O/B WING WAH MEDICINE (HONG KONG) LIMITED),Yes,S1 & S2,"SHOP NO 024, G/F, CHUNG FU PLAZA (PHASE 1), TIN SHUI WAI, N.T.",No,2017-10-06
CR-2003-02118,KAM FUNG TONG MEDICINE CO.,Yes,S2,"G/F, TSUI WAH HSE, 9 TAI FUNG ST, YUEN LONG, N.T.",No,2017-10-06
CR-2003-02119,HONG NING MEDICAL CO.,Yes,S1 & S2,"FLAT/RM 4, G/F, YUE SHUN HOUSE, YUE WAN ESTATE, CHAI WAN, HONG KONG",No,2017-10-06
CR-2003-02122,WAI HONG MEDICINE & HEALTH LIMITED,Yes,S1 & S2,"UNIT 8A, 1/F, ABBA SHOPPING MALL, 223-227 ABERDEEN MAIN ROAD, HONG KONG",No,2017-10-06
CR-2003-02132,YUE HWA CHINESE PRODUCTS EMPORIUM LIMITED,Yes,S1 & S2,"B/F-5/F, 301-309 NATHAN RD, KLN",No,2017-10-06
CR-2003-02137,REGIMEN COMPANY,Yes,S2,"8/F, WINSAN TOWER, 98 THOMSON ROAD, WAN CHAI, HONG KONG",No,2017-10-06
CR-2003-02138,SUN FUNG CHINA MEDICINE CO.,Yes,S1 & S2,"SHOP 8, G/F, CHEONG SHING MANSION, 33-37 WING HING STREET, TIN HAU, HK",No,2017-10-06
CR-2003-02142,WAI YUEN TONG (O/B WAI YUEN TONG (RETAIL) LIMITED),Yes,S2,"FLAT/RM UG074-75, UG/F, METRO CITY PLAZA PHASE 2, 8 YAN KING ROAD, TSEUNG KWAN O, N.T.",No,2017-10-06
CR-2003-02144,KWOK SHING DISPENSARY (O/B KWOK SHING DISPENSARY LIMITED),Yes,S1 & S2,"G/F, NO 71 CHUNG ON STREET, TSUEN WAN, N.T.",No,2017-10-06
CR-2003-02147,WAI YUEN TONG (O/B WAI YUEN TONG (RETAIL) LIMITED),No,S2,"FLAT/RM G10, G/F, PHASE I, AMOY PLAZA, 77 NGAU TAU KOK ROAD, KOWLOON",No,2017-10-06
CR-2003-02150,BAUHINIA CHINESE MEDICAL CLINIC (O/B IMPERIAL BAUHINIA COMPANY LIMITED),Yes,S2,"4/F, CAMMER COMM BLDG, 30-32 CAMERON ROAD, TSIM SHA TSUI, KOWLOON",No,2017-10-06
CR-2003-02151,LAM KAN KEE MEDICINE CO.,Yes,S2,"G/F, 4 KAI YIN HSE, KAI YIP EST, NGAU TAU KOK, KOWLOON",No,2017-10-06
CR-2003-02153,LAM KUN KEE MEDICINE,Yes,S2,"FLAT/RM 111, NAM LOK HOUSE, NAM SHAN ESTATE, SHAM SHUI PO, KOWLOON",No,2017-10-06
CR-2003-02156,"SIN YAMATO GINSENG CENTRE (O/B SIN YAMATO CO., LIMITED)",No,S2,"17/F, XIU PING COMMERCIAL BUILDING, 104 JERVOIS STREET, SHEUNG WAN, HONG KONG",No,2017-10-06
CR-2003-02174,CHU MEE CHUN (SING CHUN TONG) TRADITIONAL CHINESE MEDICAL CTR,No,S2,"FRONT PORTION, G/F, 104 CHUNG MEI VILLAGE, TSING YI, N.T.",No,2017-10-06
CR-2003-02175,FIRST EDIBLE NEST (TSUEN WAN) (O/B CROSS INTERNATIONAL LIMITED),No,S2,"FLAT/RM A129, G/F, NAN FUNG CENTRE, TSUEN WAN, N.T.",No,2017-10-06
CR-2003-02178,MI SUM TONG,Yes,S1 & S2,"SHOP 14, G/F, 146-166 JAVA ROAD, NORTH POINT, HONG KONG",No,2017-10-06
CR-2003-02183,WONG'S PHARMACEUTICAL INTERNATIONAL LIMITED,No,S2,"FLAT/RM C, 21/F, KINGSFORD IND BLDG PHASE 1, 26-32 KWAI HEI STREET, KWAI CHUNG, N.T.",No,2017-10-06
CR-2003-02187,HERBALGY PHARMACEUTICAL LIMITED,No,S2,"FLAT/RM A, B, C, 20/F, KINGSFORD IND BLDG PHASE 1, 26-32 KWAI HEI STREET, KWAI CHUNG, N.T.",No,2017-10-06
CR-2003-02189,SUNG SHUI LUN CHINESE MEDICINE PRACTITIONER,No,S2,"G/F, YUE TAK HOUSE, 9 POK FU LAM RD, POKFULAM, HONG KONG",No,2017-10-06
CR-2003-02199,LIANG NAM ADVANCED CHINESE TRADITION MEDICINE CLINIC,Yes,S2,"38A, G/F, KWAN YICK BLDG PHASE II, 343 DES VOEUX ROAD WEST, HONG KONG",No,2017-10-06
CR-2003-02201,LAM KWOK PO BONESETTER,No,S2,"FLAT/RM 12B, G/F, HAU WO HSE, WO CHE ESTATE, SHA TIN, N.T.",No,2017-10-06
